,Memory Error,Number Edges,Number Nodes,Number Evidence,Number MAP variables: ,Heuristic,Instantiation,rows multiplied,rows summed out,rows maxed out,seconds elapsed
0,No,9,9,0,5,random,"    l1n0  l1n2  l0n2   l0n0         p
0  False  True  True  False  0.129561",4,4,8,0.017654895782470703
0,No,11,9,0,5,random,"   l0n0   l1n0   l2n0   l0n2   l2n2         p
0  True  False  False  False  False  0.186069",98,64,32,0.03967165946960449
0,No,13,9,0,5,random,"          p  l0n0   l1n0   l1n2  l1n1  l2n0
0  0.292433  True  False  False  True  True",164,96,48,0.04460477828979492
0,No,10,9,0,5,random,"          p  l0n2   l2n2   l2n0
2  0.162245  True  False  False",120,104,15,0.03768801689147949
0,No,14,9,0,5,random,"          p   l0n1  l0n2   l1n1
0  0.469052  False  True  False",28,16,14,0.020755767822265625
0,No,12,9,0,5,random,"          p   l0n2   l0n0  l1n2  l2n0
1  0.190565  False  False  True  True",192,160,30,0.04012417793273926
0,No,12,9,0,5,random,"          p  l0n0  l2n0  l1n0   l1n1
2  0.231081  True  True  True  False",104,64,34,0.03796100616455078
0,No,14,9,0,5,random,"          p   l0n2  l1n1  l2n1   l0n1
1  0.245436  False  True  True  False",99,64,31,0.034544944763183594
0,No,10,9,4,1,minfill,"    l2n0         p
0  False  0.101449",24,20,2,0.03426790237426758
0,No,10,9,4,1,minfill,"   l2n0        p
0  True  0.56343",102,82,2,0.043673038482666016
0,No,11,9,4,1,minfill,"    l0n0     p
0  False  0.96",12,18,2,0.023648977279663086
0,No,13,9,4,1,minfill,"   l2n2      p
0  True  0.552",60,42,2,0.0377199649810791
0,No,14,9,4,1,minfill,"    l1n0         p
0  False  0.088556",48,30,2,0.03444981575012207
0,No,14,9,4,1,minfill,"    l0n0         p
0  False  0.149919",8,8,2,0.022569894790649414
0,No,9,9,4,1,minfill,"      p
0  0.68",24,24,0,0.025880098342895508
0,No,10,9,4,1,minfill,"    l0n0      p
0  False  0.598",14,16,2,0.02125406265258789
0,No,13,9,4,1,minfill,"   l1n1         p
0  True  0.012385",10,12,2,0.028273820877075195
0,No,11,9,4,1,minfill,"    l2n1         p
0  False  0.067149",16,12,2,0.027761220932006836
0,No,15,9,4,1,minfill,"   l0n0         p
0  True  0.624288",62,54,2,0.038186073303222656
0,No,17,9,4,1,minfill,"          p
0  0.043822",44,32,0,0.03522801399230957
0,No,13,9,4,1,minfill,"   l1n1         p
0  True  0.040606",8,10,2,0.02980828285217285
0,No,13,9,4,1,minfill,"          p
0  0.120079",18,12,0,0.025981903076171875
0,No,12,9,4,1,minfill,"   l1n2       p
0  True  0.7588",56,64,2,0.045095205307006836
0,No,14,9,4,1,minfill,"          p
0  0.308587",10,10,0,0.020268917083740234
0,No,13,9,4,1,minfill,"    l0n1         p
0  False  0.330175",62,52,2,0.036885976791381836
0,No,16,9,4,1,minfill,"   l0n2         p
0  True  0.053274",46,30,2,0.03672981262207031
0,No,18,9,4,1,minfill,"          p
0  0.313681",20,18,0,0.03053116798400879
0,No,13,9,4,1,minfill,"    l0n0         p
0  False  0.044617",32,18,2,0.028146028518676758
0,No,13,9,4,1,minfill,"   l0n2         p
0  True  0.189399",8,6,2,0.021072864532470703
0,No,10,9,4,1,minfill,"         p  l2n0
0  0.35612  True",88,72,2,0.04284811019897461
0,No,14,9,4,1,minfill,"    l0n1         p
0  False  0.151952",4,6,2,0.021622180938720703
0,No,9,9,4,1,minfill,"    l0n1         p
0  False  0.077047
0   True  0.077047",4,4,2,0.01910996437072754
0,No,10,9,4,1,minfill,"         p
0  0.23042",2,6,0,0.014104127883911133
0,No,11,9,4,1,minfill,"   l2n0        p
0  True  0.55014",44,48,2,0.04334712028503418
0,No,12,9,4,1,minfill,"          p   l1n0
0  0.329021  False",108,68,2,0.036624908447265625
0,No,12,9,4,1,minfill,"    l1n0      p
0  False  0.071",4,10,2,0.02137017250061035
0,No,13,9,4,1,minfill,"    l1n0         p
0  False  0.517572",28,24,2,0.03032684326171875
0,No,12,9,4,1,minfill,"    l1n1         p
0  False  0.212113",30,30,2,0.034416913986206055
0,No,10,9,4,1,mindegree,"    l0n2     p
0  False  0.55",36,42,2,0.029681921005249023
